id,fund,name,sectors,website,description,stage,stage_year,founded_year,invested_year,pmo_score,pmo_traj,pmo_mat,pmo_collab,pmo_game,pmo_feedback,pmo_notes,assigned_agent,agent_sredstvo,agent_status,relevance,rationale
2269,y-combinator,Spark Studio,Education,https://sparkstudio.co,"Meet Sparky, a fun and quirky AI buddy in the avatar of a friendly fox who kids can just speak with to build fluency and confidence with English speaking.
Powered by Generative AI, and made magical with child-appropriate experience, features and topics, Sparky brings a whole world of knowledge and a judgement-free environment for kids to become comfortable with speaking English.

142 countries (outside English dominant countries) mandate English learning as part of the national education policy. These kids have exposure to English but feel underconfident and embarrassed to speak. The biggest problem across the classes and books they get, is the lack of real conversational practice. With AI, we're making this affordable accessible and enjoyable for kids across the world.

We're a passionate team of educators with over 30 years of combined experience in building education products for kids and have held leadership positions are India's biggest education companies - Byju's and LEAD.",Early,,,2021.0,4.0,4,7,0,2,7,"Продукт ориентирован на разговорную практику с адаптивным AI, но отсутствуют коллаборация и геймификация обучения.",ИИ-помощник,Персонализированная траектория,Протестировать,7,"Spark Studio — это ИИ-ассистент для разговорной практики английского, который ближе всего к агенту 'ИИ-помощник', так как оба взаимодействуют с учеником в диалоговом формате для поддержки обучения, хотя помощник ориентирован на ответы по содержанию курса, а Sparky — на свободное общение для развития беглости."
2271,y-combinator,Kurios,Education,https://www.kurios.la/,"Kurios is cohort based online courses for professionals in Latin America. Our instructors are professionals coming out of tech companies like Google, Amazon, Stripe and more.

Our course completion rate is 90% and annual customer retention rate is 100%.

We have 65 B2B customers and we up-skill their employees in product management, growth and data analytics, just to start with.

Some customers: Walmart Mexico, Banorte (2nd bank in Mexico), Mercado Libre, BCP (#1 bank in Peru), Alicorp (leading CPG in Latam), Sura (leading pension fund), etc.",Early,,,2021.0,2.2,1,2,5,0,3,"Продукт ориентирован на фиксированные когортные курсы без персонализации траектории или адаптивных материалов, присутствует лишь базовая социальная составляющая и стандартная обратная связь, что не соответствует персонализированной модели.",Пространство для работы в группе,Совместная деятельность и общение,В разработке,8,"Kurios — это платформа для когортного обучения, предоставляющая виртуальное пространство для группового взаимодействия, что близко к агенту организации рабочего пространства для групп."
2272,y-combinator,Jovian,Education,https://www.jovian.com,"Jovian is an online university for software development and data science. We offer practical and industry-focused programs that help professionals learn technical skills, build real-world projects, and advance their careers.

Students learn practical skills, build real-world portfolio projects, and undergo job readiness training. Our tutors offer 24x7 guidance & mentorship over Slack & Zoom. Students also get access to jobs with 200+ hiring partners.",Early,,,2021.0,2.6,2,2,4,2,3,"Jovian — традиционная онлайн-школа с фиксированной учебной программой и живым менторством, практически не использующая персонализацию траектории, адаптивные материалы или геймификацию обучения.",unmatched,,,5,"Стартап фокусируется на карьерном развитии и трудоустройстве, что ближе всего к агенту по профориентации, хотя Jovian — это целая программа, а не отдельный агент."
2273,y-combinator,StudyStream,Education,https://studystream.live,"StudyStream is a video platform & online community that allows students to study with others from around the world 24/7 and in real time. It brings accountability & motivation to the students from over 180 countries who study with us daily.

We have helped over 3 million students be more productive & motivated, while also feeling less isolated. Our mission is to create a global community of students who can motivate each other to succeed.",Early,,,2021.0,1.8,1,0,8,0,0,"Платформа представляет собой сообщество для совместного обучения в реальном времени, где основная ценность — социальное взаимодействие и взаимная мотивация, но персонализированные учебные траектории, адаптивный контент, геймификация и обратная связь отсутствуют.",Видео сервис,Совместная деятельность и общение,Протестировать,7,"StudyStream предоставляет видеоплатформу для совместной учёбы в реальном времени, что наиболее близко к агенту видео сервиса с комнатами для групповой работы."
2274,y-combinator,Strive Math,Education,https://www.strivemath.com/,"Strive is an online coding & math school for kids (8-16). We help students start and commit to their coding and math journeys by making the subjects fun and exciting. We focus, above all else, on making the process of learning joyful.

- We’re starting with coding, but we’re building the content and platform to redefine **STEM education globally** by teaching math, science, and other school subjects **through coding.**
- We believe we can only make education joyful if we ourselves are joyful, so creating a fun and exciting work environment is one of our core values. We’re a remote-first company with teachers and employees from South Africa, Singapore, India, the USA, and the Philippines.
- **We’re a well-funded startup backed by YCombinator and early investors of Spotify and Facebook.**",Early,,,2021.0,1.6,1,1,1,2,3,"Описание стартапа не раскрывает конкретных механизмов персонализации траектории, адаптивных материалов, совместной деятельности или геймификации обучения, поэтому оценки по PMO низкие; акцент сделан на увлекательности через преподавание, а не на технологические инструменты.",Игровой учебный контент,Учебные материалы,Протестировать,7,"Стартап Strive Math делает упор на радостное и увлекательное обучение через кодинг, что наиболее близко к агенту 20, предоставляющему игровой учебный контент для повышения вовлечённости и интереса учеников."
2275,y-combinator,AppX,Education,https://appx.co.in,AppX empowers creators to launch their personal apps and websites to monetise their audience via courses and premium exclusive content.,Early,,,2021.0,3.2,2,3,4,3,4,"Платформа для разработчиков курсов с линейной структурой обучения, без адаптивного контента и глубокой персонализации.",unmatched,,,0,"Стартап AppX — платформа для создания приложений и монетизации курсов, не является ИИ-агентом в рамках персонализированной модели образования и не совпадает по назначению ни с одним из 44 агентов."
2276,y-combinator,AlgoUniversity,Education,http://algouniversity.com/,"We are building live teaching infrastructure that enables handful of top educators (from Google, Facebook, etc) to coach a large number of students.
We train college students in a year-long live cohorts and they pay us a portion of their salary as fees once they get a tech job (Income Sharing Agreement)",Early,,,2021.0,2.6,2,2,3,1,5,"Продукт представляет собой обучение в когортах с фиксированной программой, без персонализированной траектории и адаптивных материалов, но с обратной связью от менторов.",Видео сервис,Совместная деятельность и общение,Протестировать,7,"Платформа для живого обучения требует видеосервиса с групповыми комнатами, что является основой инфраструктуры."
2277,y-combinator,Kiwify,Education,https://kiwify.com.br,"Kiwify enables anyone to create and sell their online course in Brazil.
We provide payment processing, video streaming and student management",Growth,,,2021.0,0.0,0,0,0,0,0,"Продукт не является образовательным — это платформа для создания и продажи онлайн-курсов, а не средство обучения, поэтому модель ПМО неприменима.",unmatched,,,0,Платформа для создания и продажи онлайн-курсов не соответствует ни одному ИИ-агенту каталога.
2278,y-combinator,Turing College,Education,https://www.turingcollege.com/,"Turing College is an online AI-driven school for busy professionals. We upskill & reskill in data science & AI, analytics, marketing and programming in 3-12 months with 1on1 support and flexibility.",Early,,,2021.0,6.0,8,9,3,1,9,"Школа на основе ИИ с персонализированной траекторией и адаптивной обратной связью, но с ограниченными возможностями совместной деятельности и почти без геймификации.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,9,"Стартап предоставляет AI-управляемую онлайн-школу с персонализированными траекториями обучения, что напрямую соответствует сути агента генерации траектории, создающего и адаптирующего индивидуальный план на основе диагностики и целей."
2279,y-combinator,UPchieve,Education,https://www.upchieve.org,"UPchieve is an edtech nonprofit that provides free, 24/7 online tutoring to low-income HS students. Using our app, students can request and get paired with a live volunteer in under 5 minutes. We’ve matched 100,000+ requests so far.

Right now in the US, there are 8 million low-income HS students who don’t have anyone in their home who can help them with schoolwork. UPchieve is working to change that. Our vision is simple: we want to democratize access to academic support, so that every student has an equal opportunity to attend college and achieve upward mobility.",Early,,,2021.0,2.4,2,1,7,0,2,"UPchieve в основном обеспечивает живое репетиторство с сильным менторским взаимодействием, но не включает персонализированную траекторию, адаптивные материалы, геймификацию или автоматизированную обратную связь.",unmatched,,,0,"Стартап соединяет учеников с живыми волонтерами-репетиторами, а каталог содержит только ИИ-агентов, автоматизирующих различные аспекты обучения."
2280,y-combinator,Poliglota,Education,https://www.poliglota.org/,"Poliglota is the online language school for Latam, where group classes are led by an instructor. Over 12,000 students have paid us $500 to learn english in order to get a higher income.
We offer an online service of personalized language sessions with small groups of people of the same level, guided by expert language coaches that we train in our social methodology.",Growth,,,2021.0,3.2,2,1,7,0,6,"Традиционная языковая школа с групповыми занятиями, минимальной персонализацией траектории и материалов, но сильной социальной методикой и обратной связью от преподавателей.",unmatched,,,3,"Стартап предоставляет синхронные групповые языковые занятия онлайн, что частично совпадает с функцией видеосервиса с комнатами для групповой работы."
2281,y-combinator,Kidato,Education,https://www.kidato.com,"Parents in Africa face either public schools with student-teacher ratios as high as 50:1 or private schools with tuition fees as high as $7500 per year, per child. Kidato classes have student-teacher ratios of 5:1 and teach the same rigorous international curriculum as other private schools — but at a fraction of the price. In our second semester, Kidato has enrolled more than 30 students into our learning-from-home program as a replacement for brick-and-mortar schools. We expect to triple this enrollment by our third semester.",Early,,,2021.0,2.6,2,2,4,1,4,"Kidato — это онлайн-школа с малыми классами и живыми уроками, но без элементов персонализированной траектории, адаптивных материалов или геймификации, характерных для PMO.",unmatched,,,0,"Kidato является полноценной онлайн-школой с живыми учителями, а не отдельным ИИ-агентом из представленного каталога, и не соответствует ни одному конкретному агенту по функционалу."
2282,y-combinator,Unschool,Education,https://www.unschool.in/,"Unschool provides real-world professional education that colleges in India do not provide. We are a marketplace where college students in India can learn about technology, management and arts from high-quality courses created by experts from around the world.",Early,,,2021.0,2.8,5,2,2,2,3,"Платформа представляет собой маркетплейс курсов, где обучение следует фиксированной программе без персонализации траектории, адаптивного контента, элементов геймификации и глубокой обратной связи.",Библиотека контента,Учебные материалы,В разработке,8,"Платформа Unschool представляет собой структурированную библиотеку готовых курсов по технологиям, менеджменту и искусству с возможностью поиска и выбора, что соответствует функционалу агента «Библиотека контента»."
2283,y-combinator,Codingal,Education,https://www.codingal.com,"Codingal (www.codingal.com) is the global leader in online AI and coding education for kids and teens (Grades 1-12). Our mission is to help students fall in love with AI & coding and become creators of the future - entrepreneurs, engineers, and scientists by providing high-quality, accessible, and personalized computer science education.

In many countries, top technical universities exist, but there’s a significant gap in K-12 programming education. Parents want their kids to start learning programming early, and that’s why they choose Codingal. We offer live, interactive classes with expert instructors from Computer Science backgrounds. All our instructors are rigorously vetted and trained to ensure a high-quality learning experience.

Every student receives a personalized learning path tailored to their age and skill level. Our curriculum is STEM.org-accredited, aligned with the K–12 Computer Science Framework, and delivered in 1:1 and small-group formats, ensuring individual attention and engagement.

Students learn by building real-world projects using popular tools and technologies like Scratch, Python, Roblox, Minecraft, MIT App Inventor, Thunkable, Pygame, HTML/CSS, JavaScript, website development, Java, Data Science, AP Computer Science content, and AI tools like ChatGPT and Machine Learning frameworks. Through this hands-on approach, students create apps, games, animations, and websites in a fun, engaging way that fosters problem-solving and creative skills.

Beyond classes, students participate in global coding competitions, hackathons like HPE CodeWars, and online coding camps, further nurturing their creativity, confidence, and innovative spirit. With a 4.9/5 student rating and NPS of 86, Codingal is trusted by over 1 million registered students in 70+ countries.

Codingal combines the best of human instruction and AI-driven learning to inspire the next generation of tech leaders. We are poised to lead the next generation of coding education and make a significant impact in this rapidly growing market.",Early,,,2021.0,6.0,7,6,7,3,7,"Платформа обеспечивает персонализированную траекторию и живую обратную связь от преподавателей, но геймификация и адаптивность учебных материалов развиты слабо.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,9,"Стартап предоставляет персонализированную траекторию обучения, адаптированную под возраст и уровень навыков, что напрямую соответствует функции ИИ-агента генерации траектории."
2284,y-combinator,Coderhouse,Education,https://www.coderhouse.com/,"A web app that offers live online courses in programming, design, data, online marketing and more.

Our courses are nearly as affordable as online Moocs (~$40 a month) and as effective as Bootcamps. We achieve this by running 100 person live classes with one expert professor and one mentor per 15 students. Every class, students need to turn in assignments that are corrected by their mentors and at the end of the course they need to turn in and approve a final project. We also help our selected students with careers services such as mockup interviews, Linkedin enhancement, and more. All of this creates a level of accountability that allows us to achieve really low churn levels (<9%).

Our career tracks last between 9-11 months and we give our selected students their money back in case they don't get a job 6 months after they are done with the course.",Growth,,,2021.0,3.2,2,2,5,1,6,"Стартап предлагает традиционное групповое обучение с менторским сопровождением, но практически не реализует персонализацию учебного пути, адаптивность контента или игровые механики, характерные для PMO.",ИИ-проверка задач,Обратная связь,Протестировать,7,"Стартап делает упор на регулярную сдачу и проверку заданий менторами, что наиболее близко к функции автоматической проверки задач агентом №22."
2285,y-combinator,Scrimba,Education,https://scrimba.com,"Scrimba is a coding course platform with over 120K monthly active students. It's based on a new video format that makes the screencasts fully interactive for students, and easier to create for teachers. Our vision is to create a coding school that has the quality of Stanford but the price of a gym membership.",Early,,,2020.0,2.8,2,3,1,3,5,"Scrimba предлагает интерактивный видеоформат для обучения программированию, но ограничен в персонализации пути и адаптивности контента, а также не включает совместную деятельность или геймификацию.",unmatched,,,6,"Scrimba делает скринкасты интерактивными, что близко к функции агента 33 по встраиванию интерактивных элементов в учебные материалы, хотя Scrimba — это платформа, а не ИИ-генератор таких элементов."
2286,y-combinator,Kunduz,Education,https://kunduz.com/,"Kunduz is making test prep resources 10x faster and cheaper for students who prepare for university entrance tests. With its first mobile platform, Kunduz provides instant answers to students’ test prep questions through its 35,000 tutors. Kunduz currently serves students in Turkey and India.",Early,,,2018.0,3.2,2,2,4,1,7,"Kunduz — это платформа мгновенных ответов на вопросы через репетиторов, которая не реализует персонализированную траекторию, адаптивные материалы или игровые механики, но обеспечивает быструю обратную связь от живых тьюторов.",ИИ-помощник,Персонализированная траектория,Протестировать,7,"Платформа Kunduz обеспечивает мгновенные ответы на вопросы студентов при подготовке к тестам, что функционально ближе всего к ИИ-помощнику, отвечающему на учебные вопросы с учётом контекста."
2287,y-combinator,AnnieCannons,Education,https://www.anniecannons.com,"AnnieCannons (AC) is a 501(c)3 nonprofit dedicated to training survivors of human trafficking and gender-based violence to be programmers, giving them both the economic and technological empowerment to invent solutions to overcome the hardships they have survived, and the capacity to support themselves and their families.",Early,,,2018.0,2.8,2,2,4,2,4,"Программа обучения программированию взрослых с фиксированным учебным планом, статичными материалами и базовой обратной связью, практически без персонализации траектории или геймификации.",ИИ-профориентолог,Персонализированная траектория,В разработке,7,"Стартап готовит переживших насилие к профессии программиста, что соответствует функции агента-профориентолога, связывающего обучение с карьерными перспективами."
2288,y-combinator,"AskMyClass, now Soundkins",Education,https://soundkins.com/,"AskMyClass, is a learning assistant that helps teachers save time and enhance learning, using smart speakers like Alexa, and help students get back-on-task quickly and build life skills through classroom management, social-emotional learning, and lesson support.",Early,,,2018.0,2.4,2,2,2,2,4,"AskMyClass является обучающим помощником для учителей на основе умных колонок, но не предоставляет персонализированную образовательную траекторию для учащихся, адаптивный контент, коллаборативное обучение или геймификацию; присутствует базовая обратная связь для поддержания внимания и социально-эмоционального обучения.",ИИ-помощник,Персонализированная траектория,Протестировать,7,"Стартап — это голосовой ИИ-ассистент для помощи учителю и ученикам, что наиболее близко к ИИ-помощнику (агент 8), отвечающему на вопросы учеников по содержанию курса."
2289,y-combinator,Recurse Center,Education,https://www.recurse.com,"The Recurse Center is a self-directed, educational retreat for people who want to get better at programming, whether they've been programming for three decades or three months.

The retreat is free for all participants because we run an integrated recruiting agency and provide (optional) personalized recruiting services to anyone in our community considering a new job.",Early,,,2010.0,4.0,10,1,8,0,1,"Recurse Center полностью построен на самостоятельном формировании учебной траектории участниками, но практически не обеспечивает адаптивных материалов, геймификации или автоматизированной обратной связи.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,8,"Стартап предоставляет самонаправляемую среду для построения персональной траектории обучения, что наиболее близко к функции ИИ-агента генерации траектории."
2290,y-combinator,Acely,Education,https://acely.com,"Acely is the leading AI tutor for the digital SAT and ACT, helping students get into their dream college. Our mission is to democratize opportunity for high school families through AI-native tools that empower students to learn smarter and gain confidence.

Backed by Forerunner Ventures, we've grown to $10M ARR with a lean, 10-person team, proof that small, mission-driven teams can deliver outsized impact. Our product has traction, our users are engaged, and we're now at an inflection point: ready to scale with speed, craft, and AI-native excellence.

Acely was launched out of beta in January 2024 as a spinout product from Juni (YC W18).",Growth,,,2018.0,5.0,5,8,0,3,9,"Продукт представляет собой AI-репетитора для подготовки к тестам, с сильной адаптацией материалов и обратной связью, но без персонализированного построения траектории самим учеником и без социальных или игровых механик.",ИИ-помощник,Персонализированная траектория,Протестировать,9,"Стартап Acely — это AI-тьютор для подготовки к SAT и ACT, который отвечает на вопросы учеников, даёт объяснения и адаптивные подсказки, что напрямую соответствует функционалу ИИ-помощника (агент 8) из каталога."
2291,y-combinator,NEXGENT,Education,https://ngt.academy/,"We can provide you with the skills, experience  and knowledge you need to skyrocket through the ranks of the IT industry faster than anyone even if you have zero experience right now.

Our job-ready training program (which is based on our thorough experience working at Cisco, Dimension Data, Arista, etc. and as IT instructors for the  U.S. Air Force) and and in-person certification will help you master the most in-demand networking skills in 2-5 months so that you can break into a tech job or get promoted.

Additionally, we provide 1:1 live mentorship from some of the best engineers in the world, skills assessment, career guidance and a proven system that can help you prioritize and execute your career plans confidently.

Apply to our program here: http://zerotoengineer.com
and/or
learn more here: http://help.nexgent.com",Growth,,,2018.0,5.4,6,5,7,1,8,"Продукт предлагает интенсивную программу обучения с персонализированным менторством, но без геймификации и глубоко адаптивных материалов.",ИИ-профориентолог,Персонализированная траектория,В разработке,8,"Стартап предлагает программу обучения с карьерным наставничеством и системой планирования карьеры, что наиболее близко к агенту профориентации, связывающему учебные цели с профессиональными перспективами."
2292,y-combinator,Nimble,Education,http://www.hirenimble.com,Nimble uses predictive analytics to give every K-12 student access to excellent teachers. Our smart applicant tracking system (ATS) leverages a predictive model to help school districts identify and hire the best educators for their classrooms.,Early,,,2017.0,0.0,0,0,0,0,0,"Продукт не является образовательным, это система отслеживания кандидатов для найма учителей, а не платформа для обучения.",unmatched,,,0,"Стартап Nimble — это система подбора учителей, а все агенты каталога направлены на персонализацию учебного процесса, обратную связь, создание контента и взаимодействие учеников, что не совпадает по назначению."
2293,y-combinator,Bloom Institute of Technology,Education,https://www.bloomtech.com,"Bloom Institute of Technology is a full computer science education that's free until you get a high-paying job.

We invest in our students, train them for free, and take a portion of income if they get a job above a certain threshold. If they never make above that threshold or don't get a job in the chosen field, they never pay us a dime.",Growth,,,2017.0,1.4,1,2,2,1,1,"Продукт предлагает стандартную фиксированную программу обучения с инновационной финансовой моделью, но не реализует персонализированную траекторию, адаптивные материалы, геймификацию или автоматизированную обратную связь.",unmatched,,,5,"Стартап полностью ориентирован на трудоустройство (оплата обучения только при получении высокооплачиваемой работы), что совпадает с задачей агента соотносить учебные цели с профессиональными перспективами."
2294,y-combinator,Dost Education,Education,http://www.dosteducation.com/,"Dost is an ed-tech nonprofit building a platform to expand access to early childhood development in low-resource settings through parent education. Our mission is to unlock children’s full potential by focusing on early learning - the time when 90% of our brains develop.

We believe that parents of any literacy level can play a critical role in developing their children’s school and life readiness. In India alone, there are 150 million under-resourced caregivers who can benefit from resources developed for them. That’s why our team at Dost Education - educators, entrepreneurs, and engineers - are passionate about using technology and user-centric product design to change the trajectory of families’ lives.

Since 2017, we’ve grown from a small pilot with a few hundred mothers, to reaching over 100,000 families working with state governments. Join us as we continue to innovate, grow our reach, and deepen our impact. We are supported by some of the best funders in tech and social impact space like Y Combinator, Mulago, and many others.

Dost Education values diversity. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Early,,,2017.0,1.2,3,3,0,0,0,"Продукт ориентирован на массовую рассылку фиксированных образовательных материалов для родителей, практически без персонализации пути, социального взаимодействия, игровых механик или автоматизированной обратной связи.",unmatched,,,3,"Платформа Dost Education предоставляет родителям структурированный доступ к образовательным материалам по раннему развитию, что концептуально близко к агенту библиотеки контента, хотя ориентирована на родителей, а не на учителей."
2295,y-combinator,ClassDojo,Education,http://www.classdojo.com,"ClassDojo's mission is to give every kid an education they love. Our flagship communication app has become the world’s largest network serving kids, reaching over 51 million kids, families and teachers in 180 countries every month, entirely through word of mouth. They use it to share the best moments in a kid's day through pictures, videos, messages, and more. ClassDojo has recognized by Forbes, LinkedIn, Inc and Fast Company, and it is a top 100 Y Combinator company.",Early,,,2012.0,4.2,1,0,7,7,6,"ClassDojo — образовательная соцсеть, сильная в коллаборации и геймификации поведения, но практически не реализует персонализированную траекторию обучения или адаптивные учебные материалы.",unmatched,,,3,"ClassDojo — приложение для общения и обмена моментами (фото, видео, сообщения) между учителями, учениками и родителями, что ближе всего к встроенной системе обмена сообщениями (агент 44), но не включает расширенных инструментов групповой работы или геймификации."
2296,y-combinator,Pahamify,Education,https://pahamify.com/,"Pahamify is an online learning platform for K-12 students in Indonesia. We provide high quality educational videos which can be used to learn various concepts ranging from math, science, social sciences, and language based on the local curriculum. We also provide thousands of practice questions and modules which can be used for college entry test preparation.",Early,,,2020.0,1.4,2,1,1,0,3,"Платформа ориентирована на предоставление контента (видео, задания) без выраженных элементов персонализации, совместного обучения или геймификации.",Библиотека контента,Учебные материалы,В разработке,8,"Pahamify представляет собой структурированную библиотеку готовых учебных материалов (видео, задания, модули) с возможностями поиска и фильтрации, что близко к агенту 'Библиотека контента'."
2297,y-combinator,Jumpcut,Education,http://www.jumpcut.com,We help aspiring creators go viral and monetize their content.,Early,,,2016.0,2.2,2,2,4,1,2,"Jumpcut — образовательный продукт с фиксированной структурой курса, минимальной адаптацией материалов и обратной связи, но с базовым сообществом учащихся.",unmatched,,,0,"Стартап Jumpcut помогает создателям контента становиться вирусными и монетизировать его, что не соответствует ни одному ИИ-агенту из каталога, сфокусированному на инструментах персонализированной образовательной модели."
2298,y-combinator,Quero Education,Education,http://querobolsa.com.br,"Quero is an online marketplace for college programs in Brazil. It helps students search, compare and enroll in programs in over 1200 partner colleges, saving money on tuition.

Follow Us:
facebook.com/queroedu
instagram.com/queroedu
twitter.com/queroedu
quero.education/carreiras",Growth,,,2016.0,0.0,0,0,0,0,0,"Продукт является маркетплейсом для поиска и сравнения образовательных программ, а не образовательной платформой для обучения, поэтому модель ПМО неприменима.",unmatched,,,0,"Стартап является онлайн-маркетплейсом для выбора и зачисления на программы колледжей, а не инструментом персонализации обучения, создания контента или других образовательных агентов из каталога."
2299,y-combinator,EduRev,Education,http://edurev.in,"EduRev is like a Netflix for Education with a layer of social networking. We want to make the process of education and learning so good that you (and your kids) don’t feel the need to go to a school/college/coaching. EduRev stands for Education Revolution and we are looking to achieve nothing less.

EduRev has over 7 million students and adds around 10 new users each minute. We are backed by the iconic American VC Y Combinator, Artiman Ventures and even angel investors like Anand Chandrashekaran, Austen Allred, Martin Basiri to name a few.

We won the Best App award (for learning) by Google, mBillionth award by Bill and Melinda Gates, and even won Startup of the Year by TieCon.

Android App: https://play.google.com/store/apps/details?id=com.edurev
Website: http://edurev.in/
iOS App (beta): https://apps.apple.com/in/app/edurev/id1529835494",Early,,,2020.0,3.6,5,6,7,0,0,"EduRev позиционируется как 'Netflix для образования' с социальной сетью, но персонализация траектории сводится к выбору контента, отсутствуют геймификация и обратная связь, а адаптация материалов ограничена рекомендациями.",unmatched,,,5,"EduRev is a content-first platform akin to a Netflix for Education, so its core function aligns most closely with a structured library of educational materials with search and filtering."
2300,y-combinator,StayQrious,Education,https://StayQrious.com,"Imagine doing personalised workouts with a fitness coach, but for school subjects. Students log into their session that has been scheduled with their coach, they can see their learning workout for the day. Their workout typically consists of watching an interactive video, writing explanations, giving feedback to other students, making an explainer video etc. They get constant feedback and encouragement from the coach and progress only after they have understood the pre-requisites.",Early,,,2020.0,5.2,7,6,5,1,7,"StayQrious предлагает персонализированные учебные тренировки с коучем, но геймификация отсутствует, а обратная связь обеспечивается человеком, а не ИИ.",ИИ-агент генерации траектории,Персонализированная траектория,Протестировать,8,"Платформа StayQrious предоставляет персонализированные учебные 'тренировки' с коучем, что соответствует агенту генерации траектории, создающему пошаговый план обучения с адаптацией на основе прогресса."
2301,y-combinator,Ello,Education,https://www.ello.com,Building the world's first 1:1 AI teacher.,Early,,,2020.0,6.4,9,10,2,1,10,"Продукт на основе AI-учителя сильно персонализирует обучение и обратную связь, но не имеет функций совместной деятельности и геймификации.",ИИ-помощник,Персонализированная траектория,Протестировать,9,"Стартап создаёт ИИ-учителя для индивидуального обучения, что ближе всего к агенту «ИИ-помощник», который анализирует контекст и уровень ученика для персонализированных объяснений."
2302,y-combinator,Demand Curve,Education,https://www.demandcurve.com,"Demand Curve is your startup's growth operating system, the lowest risk, fastest path to getting traction and growing your company.

🚀 Growth Program: A membership/course designed for startup operators who want to learn and execute growth without hiring a full team yet. Powered by our premium content library, expert guidance, and AI growth co-pilot, it's a step-by-step guide to building a growth engine that actually works. Trusted by 3,000+ startups (including over 500 YC companies).

📰 Newsletter: We also publish the Growth Newsletter, reaching 100,000+ founders and marketers every week with strategic and tactical growth advice. It's one of the most-read startup growth newsletters with 46-50% open rates.

🦄 Agency: For companies ready to scale, our agency team provides full-service execution across growth strategy, paid acquisition, and funnel optimization. We've helped scale Microsoft, Framer, Pilot, Ancestry, and hundreds of other companies and YC startups.

💸 Newsletter sponsorships: Get your brand in front of 100,000+ engaged founders and growth operators.

Learn more at demandcurve.com",Early,,,2019.0,2.6,2,3,4,2,2,"Программа Demand Curve является образовательным продуктом с пошаговым фиксированным курсом, почти без персонализации траектории, адаптации материалов, геймификации или автоматической обратной связи.",ИИ-помощник,Персонализированная траектория,Протестировать,9,"AI growth co-pilot программы Demand Curve выполняет роль ИИ-ассистента, отвечающего на вопросы участников по содержанию курса и дающего направляющие подсказки, что точно соответствует агенту «ИИ-помощник»."
